"City","Location","Building","Floor","Room","Department"
"","","","","G417-Dr.'s dictation desk for room 2",""
"","","","","G418 - OR4",""
"","","","","G421",""
"","","","","G422",""
"","","","","G427",""
"","","","","G430 - Equipment Aides",""
"","","","","G431 - Colposcopy",""
"","","","","G434 - Urodynamics",""
"","","","","G436 - Doctor's Dictation Computer",""
"","","","","G438 - OR2",""
"","","","","G440 - OR1",""
"","","","","G451 - CNE",""
"","","","","G451 - CNL",""
"","","","","G451 - Peace Wiggers",""
"","","","","G452 - Trevor Wagenaar",""
"","","","","Gabriola-HCN laptop - CHW Room",""
"","","","","Grant Ave-GSS team",""
"","","","","Green Report Room",""
"","","","","ground floor CHS shared office",""
"","","","","Grounds Compound, bottom of ED Parking lot",""
"","","","","Group room",""
"","","","","GSS Admin",""
"","","","","GSS laptop used by Bev MHW",""
"","","","","GSS Senior's Health",""
"","","","","GSS side",""
"","","","","Gym",""
"","","","","Hallway",""
"","","","","Hallway - B065B",""
"","","","","Hallway - B077",""
"","","","","Hallway - B079b",""
"","","","","Hallway - B085a",""
"","","","","Hallway - Close to porter area",""
"","","","","Hallway - ED",""
"","","","","Hallway - OR1",""
"","","","","Hallway - Outside B065c",""
"","","","","Hallway - Outside OR5",""
"","","","","Hallway - Pharmacy Technician Cart",""
"","","","","Hallway - Phlebotomy Cart",""
"","","","","Hallway - Phlebotomy Cart - 9",""
"","","","","Hallway - Phlebotomy Cart 1",""
"","","","","Hallway - Phlebotomy Cart 10",""
"","","","","Hallway - Phlebotomy Cart 11",""
"","","","","Hallway - Phlebotomy Cart 12",""
"","","","","Hallway - Phlebotomy cart 14",""
"","","","","Hallway - Phlebotomy Cart 15",""
"","","","","Hallway (HIRU)",""
"","","","","HAU - Hallway",""
"","","","","HCC Admin",""
"","","","","HCC Admin charging station",""
"","","","","HCC HCN Nsg Area",""
"","","","","HCN area ? Vanessa RN & Health Unit area sign",""
"","","","","HCN Catherine R",""
"","","","","HCN Kendal",""
"","","","","HCN Nsg area - Centre RN desk",""
"","","","","HCN South by window",""
"","","","","Health Records - Informatics",""
"","","","","Helen PT South",""
"","","","","hobby room",""
"","","","","Home Based Employee",""
"","","","","Home Care Support Area",""
"","","","","Home Support \ 212",""
"","","","","Home support scheduling",""
"","","","","Hospitalist",""
"","","","","Hospitalist Room",""
"","","","","Housekeeping Office",""
"","","","","HR Side",""
"","","","","HSS Intake Office",""
"","","","","HW-351",""
"","","","","ICU",""
"","","","","ICU  CNL Office",""
"","","","","ICU 5",""
"","","","","Imaging Nurse's Station",""
"","","","","IMIT",""
"","","","","IMIT 1st Floor",""
"","","","","IMIT Dept",""
"","","","","Information Centre",""
"","","","","Information Centre/MDRD",""
"","","","","Joan Borsa",""
"","","","","Judy/Debra's device",""
"","","","","Karen St. Pierre's Office",""
"","","","","Kathy's office",""
"","","","","Kelly's Office - 310.1",""
"","","","","Kendal Clerical",""
"","","","","Kiosk",""
"","","","","Kitchen",""
"","","","","Kitchen - G145 - Back Desk",""
"","","","","Kitchen Office",""
"","","","","Kitchen-Mid small office",""
"","","","","L26 (Hospice Office)",""
"","","","","Lab",""
"","","","","Lab Cubby - Station B",""
"","","","","Laboratory",""
"","","","","Last Logged On User : VIHA\THLNRGHUltrasound  IP:  10.208.137.17",""
"","","","","Last user: Jennifer Muldowny",""
"","","","","Laverne -HSN",""
"","","","","LIRU interdisciplinary room",""
"","","","","Lobby",""
"","","","","Local GP office - West Memorial Medical",""
"","","","","Locked office in the lobby",""
"","","","","Lunch/Conference Room",""
"","","","","Lyn Bailey",""
"","","","","M Room: 11",""
"","","","","Madrona Clinic in Nanaimo",""
"","","","","Main",""
"","","","","main #29",""
"","","","","Main Admin area",""
"","","","","Main Building",""
"","","","","Main Desk",""
"","","","","main desk",""
"","","","","main door",""
"","","","","Main Entrance Admin Desk",""
"","","","","Main floor",""
"","","","","main floor",""
"","","","","Main Floor Team Room",""
"","","","","Main Floor- YWC - see address",""
"","","","","Main Kitchen - Lead Hand Office",""
"","","","","Main Office",""
"","","","","main office  close to the shredding bin by the bac",""
"","","","","Main Pharmacy dispensary (supervisor's office)",""
"","","","","Main reception - admin to assist",""
"","","","","Main Room",""
"","","","","Main Staff Office",""
"","","","","Main Station",""
"","","","","main team room",""
"","","","","main- team room",""
"","","","","Maintenance Engineers",""
"","","","","Mammo File Area",""
"","","","","Managers Office",""
"","","","","managers office",""
"","","","","Managers office",""
"","","","","Manager's Office",""
"","","","","Maple room",""
"","","","","MDO office",""
"","","","","MDRD",""
"","","","","Med room",""
"","","","","Med Room (Locked in this room)",""
"","","","","Medcart",""
"","","","","Medical Health Office",""
"","","","","Medical Health Office - Admin",""
"","","","","Medical Imaging",""
"","","","","Medical Imaging Room",""
"","","","","Meds",""
"","","","","Meeting RM 2",""
"","","","","Meeting Room",""
"","","","","Meeting Room #2",""
"","","","","metro",""
"","","","","MHO Admin",""
"","","","","MHSU 3151 Barons Road Nanaimo",""
"","","","","MHSU Department",""
"","","","","MHSU Departrment",""
"","","","","MI Booking",""
"","","","","MI Reception ISC Workstation 2 (backup ISC on left",""
"","","","","Michelle Nelson",""
"","","","","Michelle reception",""
"","","","","Middle psych desk in reception",""
"","","","","Mobile",""
"","","","","MRI Booking",""
"","","","","MRI Booking Office",""
"","","","","MRI Reading",""
"","","","","MRI Reading RM",""
"","","","","MRI-16",""
"","","","","MRI-16 Transcription Office",""
"","","","","MRI-22 Control Area",""
"","","","","Multipurpose room",""
"","","","","N/A",""
"","","","","N/A - Information Desk",""
"","","","","N/A - Please contact",""
"","","","","N/A (Work From Home)",""
"","","","","Nanaimo Community Virtual Care",""
"","","","","Nanaimo Estevan Road",""
"","","","","Nanaimo PCN office - NBC Unit 25",""
"","","","","Nanaimo Staff Scheduling",""
"","","","","Narcotics Room",""
"","","","","Net Ops",""
"","","","","Network Installations",""
"","","","","Network Rack",""
"","","","","Network Services",""
"","","","","Network Services Tech II",""
"","","","","New FMO Office/Trailer Second office on the right",""
"","","","","Next to Health Unit RN station",""
"","","","","NHC-2nd Floor-Room-204",""
"","","","","Nick's",""
"","","","","NICU",""
"","","","","No assigned office",""
"","","","","no room number only room with 5 users",""
"","","","","No specific room, just walk in",""
"","","","","Not in B035",""
"","","","","Not numbered",""
"","","","","Now in G091 due to leak in office. 
G074 Coordinator's office Man-Lok Yeung or Dawna Foster",""
"","","","","NRGH Switchboard - G254",""
"","","","","NRGH/G253",""
"","","","","NSWOC",""
"","","","","Nurse station",""
"","","","","Nurse Station",""
"","","","","Nurse Station - Fetalink",""
"","","","","Nursery",""
"","","","","Nurse's desk at C3",""
"","","","","Nurse's Office",""
"","","","","Nurse's Room",""
"","","","","Nurses Station",""
"","","","","Nurses station",""
"","","","","nurses station",""
"","","","","Nurses' Station",""
"","","","","Nurse's station",""
"","","","","Nurse's Station",""
"","","","","Nurse's Station - 724",""
"","","","","Nurse's Station - Back Office",""
"","","","","Nurse's Station - Reception - Behind Unit Clerk",""
"","","","","Nurse's Station - Unit Clerk",""
"","","","","Nurse's Station - Unit Clerk - 724",""
"","","","","Nurse's station (outside desk)",""
"","","","","Nurse's Station Dictation Nook",""
"","","","","nurses station EW",""
"","","","","Nursing station",""
"","","","","nursing station",""
"","","","","Nursing Station",""
"","","","","Nursing Station - 1280A",""
"","","","","Nursing Station - back area",""
"","","","","Nursing station (middle)",""
"","","","","Nursing Station Desk130 (724)",""
"","","","","Nursing Unit Assistant (Front Desk)",""
"","","","","OAP",""
"","","","","OAP Room",""
"","","","","OAP Room - Clerical Support",""
"","","","","Occupational Therapy G069A",""
"","","","","Off Main Room",""
"","","","","Office",""
"","","","","Office - Carly",""
"","","","","Office - Douglas",""
"","","","","Office - Hilary",""
"","","","","Office - Jay O'Donnell",""
"","","","","Office - Maia Schulz",""
"","","","","Office - Michael",""
"","","","","Office - PA223",""
"","","","","Office - Shauna",""
"","","","","Office #13",""
"","","","","Office #17",""
"","","","","office #2 at 40-1925 Bowen Road",""
"","","","","office #4",""
"","","","","office #6",""
"","","","","Office #8",""
"","","","","office #8",""
"","","","","Office 1",""
"","","","","Office 10",""
"","","","","Office 11",""
"","","","","Office 12",""
"","","","","Office 13",""
"","","","","Office 14",""
"","","","","office 14",""
"","","","","Office 15",""
"","","","","Office 16",""
"","","","","office 18",""
"","","","","Office 2",""
"","","","","Office 3",""
"","","","","office 303 - Anesthetic Room",""
"","","","","Office 4",""
"","","","","Office 4 - 3151 Barons Rd.",""
"","","","","Office 5",""
"","","","","Office 6",""
"","","","","Office 6 - Jody Huml",""
"","","","","Office 7",""
"","","","","Office 7 - Kelly Kenning WFH",""
"","","","","Office 9",""
"","","","","Office 9 - Alison",""
"","","","","Office Area",""
"","","","","Office Cubical",""
"","","","","Office facing Waddington Rd",""
"","","","","Office Hall",""
"","","","","Office Near Wardstock",""
"","","","","Office next to Cole McKaig",""
"","","","","Office Reception",""
"","","","","Office within admin area",""
"","","","","OHC 188 (echocardiology)",""
"","","","","OHC Desk 261",""
"","","","","OHC Desk 272",""
"","","","","OHC Desk 283",""
"","","","","OHC HCN",""
"","","","","OHC RM216 Consult4",""
"","","","","OHC self check-in kiosk (Main Entrance)",""
"","","","","OHC tech room 121",""
"","","","","OHC117D - MI Supervisor Office",""
"","","","","OHC118B - X-Ray 1",""
"","","","","OHC125 - MI Reception",""
"","","","","OHC125 MI Booking",""
"","","","","OHC127 Ultrasound 3",""
"","","","","OHC128 Ultrasound 2",""
"","","","","OHC129 Ultrasound 1",""
"","","","","OHC163 Receiving",""
"","","","","OHC170 (Diabetes services)",""
"","","","","OHC171",""
"","","","","OHC172",""
"","","","","OHC172 - Exam 2",""
"","","","","OHC173 - Exam 3",""
"","","","","OHC175 - Exam 5",""
"","","","","OHC176 - Exam 6",""
"","","","","OHC177 - Exam 7",""
"","","","","OHC178",""
"","","","","OHC178 - (724)",""
"","","","","OHC178 - Primary Care",""
"","","","","OHC178 (724)",""
"","","","","OHC179",""
"","","","","OHC179 - 259",""
"","","","","OHC179 Primary Care",""
"","","","","OHC180 Exam Room",""
"","","","","OHC183",""
"","","","","OHC184 Exam9",""
"","","","","OHC185 Medical Daycare",""
"","","","","OHC186 Exam11",""
"","","","","OHC188 (echocardiology)",""
"","","","","OHC207",""
"","","","","OHC208",""
"","","","","OHC210 Staff Area - Janet Tobey",""
"","","","","OHC211 Consult1",""
"","","","","OHC213 Consult3",""
"","","","","OHC217",""
"","","","","OHC228",""
"","","","","OHC230 Lunch Room",""
"","","","","OHC240",""
"","","","","OHC240 -",""
"","","","","OHC240 - Desk 182",""
"","","","","OHC240 - Desk 201",""
"","","","","OHC240 - Desk 203 (Claire Webb)",""
"","","","","OHC240 - Desk 205",""
"","","","","OHC240 - Desk 206",""
"","","","","OHC240 - Desk 207",""
"","","","","OHC240 - Desk 208",""
"","","","","OHC240 - Desk 211",""
"","","","","OHC240 - Desk 212 -seecomments",""
"","","","","OHC240 - Desk 213",""
"","","","","OHC240 - Desk 214",""
"","","","","OHC240 - Desk 218",""
"","","","","OHC240 - Desk 220",""
"","","","","OHC240 - Desk 222",""
"","","","","OHC240 - Desk 223",""
"","","","","OHC240 - Desk 224",""
"","","","","OHC240 - Desk 225",""
"","","","","OHC240 - Desk 227",""
"","","","","OHC240 - Desk 230",""
"","","","","OHC240 - Desk 232",""
"","","","","OHC240 - Desk 233",""
"","","","","OHC240 - Desk 235",""
"","","","","OHC240 - Desk 235 User: Willow Siniarski",""
"","","","","OHC240 - Desk 236",""
"","","","","OHC240 - Desk 238",""
"","","","","OHC240 - Desk 239",""
"","","","","OHC240 - Desk 241",""
"","","","","OHC240 - Desk 242",""
"","","","","OHC240 - Desk 243",""
"","","","","OHC240 - Desk 245",""
"","","","","OHC240 - Desk 245 - HCN SPARE",""
"","","","","OHC240 - Desk 248",""
"","","","","OHC240 - Desk 249",""
"","","","","OHC240 - Desk 251",""
"","","","","OHC240 - Desk 252",""
"","","","","OHC240 - Desk 256",""
"","","","","OHC240 - Desk 266",""
"","","","","OHC240 - Desk 266 (polyclinic)",""
"","","","","OHC240 - Desk 268",""
"","","","","OHC240 - Desk 269",""
"","","","","OHC240 - Desk 270",""
"","","","","OHC240 - Desk 271",""
"","","","","OHC240 - Desk 274",""
"","","","","OHC240 - Desk 277",""
"","","","","OHC240 - Desk 279",""
"","","","","OHC240 - Desk 280 HSS",""
"","","","","OHC240 - Desk 282",""
"","","","","OHC240 - Desk 283",""
"","","","","OHC240 - Desk 285",""
"","","","","OHC240 - Desk 286",""
"","","","","OHC240 - Desk 288",""
"","","","","OHC240 - Desk 290",""
"","","","","OHC240 - Desk 291",""
"","","","","OHC240 - Desk 317",""
"","","","","OHC240 - Desk 320",""
"","","","","OHC240 - Desk 325",""
"","","","","OHC240 - Desk 326",""
"","","","","OHC240 - Desk 328",""
"","","","","OHC240 - Desk 330",""
"","","","","OHC240 - Desk237",""
"","","","","OHC240 - FMO",""
"","","","","OHC240 - HSS Desk 284",""
"","","","","OHC240 - North 4",""
"","","","","OHC240 - Room 296",""
"","","","","OHC240 - Room 314",""
"","","","","OHC240 - Spare",""
"","","","","OHC240 -?Desk 322",""
"","","","","OHC240 -216",""
"","","","","OHC240 Desk 213",""
"","","","","OHC240 Desk 219",""
"","","","","OHC240 Desk 231",""
"","","","","OHC240 Desk 247",""
"","","","","OHC240 Desk 270",""
"","","","","OHC240 Desk 275 Cluster Laptop",""
"","","","","OHC240 Desk 316",""
"","","","","OHC240 Desk202",""
"","","","","OHC240 Desk209",""
"","","","","OHC240 Desk228",""
"","","","","OHC240 Desk250",""
"","","","","OHC240 Desk256",""
"","","","","OHC240 Desk287",""
"","","","","OHC240 Desk291",""
"","","","","OHC240 Desk297",""
"","","","","OHC240 Laptop Station #12",""
"","","","","OHC262 CHW Room",""
"","","","","OHC263 CHW Room",""
"","","","","open",""
"","","","","Open Admin Area",""
"","","","","Open Area",""
"","","","","Open space",""
"","","","","Open Space",""
"","","","","Open Work Area",""
"","","","","Open Work Area 2",""
"","","","","Open Work Area 2 - in back",""
"","","","","Operating room student laptop",""
"","","","","OR",""
"","","","","OR - Beside NICU",""
"","","","","OR 1",""
"","","","","OR 1 and 2",""
"","","","","OR 10",""
"","","","","OR 2",""
"","","","","OR 3",""
"","","","","OR 4",""
"","","","","OR 5",""
"","","","","OR 6",""
"","","","","OR 7",""
"","","","","OR 8",""
"","","","","OR 9",""
"","","","","OR 9 (Outside OR 9)",""
"","","","","OR BioMed",""
"","","","","OR Biomed workshop on the second floor inside the OR",""
"","","","","OR Control Desk",""
"","","","","OR Control Desk (724)",""
"","","","","OR Hallway",""
"","","","","OR Lounge",""
"","","","","OR Nurses Station",""
"","","","","OR Patient Receiving",""
"","","","","OR Sterile Core",""
"","","","","OR1",""
"","","","","OR1 Anesthesia",""
"","","","","OR5",""
"","","","","OR9",""
"","","","","OT room at back of office",""
"","","","","Out side OR 10",""
"","","","","Outside E0018",""
"","","","","Outside OR2",""
"","","","","Outside OR2 - Dictation",""
"","","","","Outside RM 115",""
"","","","","P1022 - Annie Gibson",""
"","","","","P1022 - Zacharia Christensen",""
"","","","","P2002-Pediatrician On-Call",""
"","","","","P2003 - Obstetrician On-Call",""
"","","","","P2017 - Room 1",""
"","","","","P2020 - Room 2",""
"","","","","P2025A - Exam Room",""
"","","","","P2028 - Room 3",""
"","","","","P2030 - Room 4",""
"","","","","P2034 - Room 5",""
"","","","","P2036 - Room 6",""
"","","","","P2038 - Room 7",""
"","","","","P2040 - Room 8",""
"","","","","P2042 - Room 9",""
"","","","","P2045 - Dictation",""
"","","","","P2046 - Meeting Room",""
"","","","","P2050 - Assessment Room",""
"","","","","P2055 - Room 10",""
"","","","","P2057 - Room 11",""
"","","","","P2059 - Room 12",""
"","","","","P2064 - Room 14",""
"","","","","P2066 - Room 15",""
"","","","","P2068 - Room 16",""
"","","","","P2072 - Room 18",""
"","","","","P2074 - Manager/ Trina Knight",""
"","","","","P2076 - Social Work",""
"","","","","P2077",""
"","","","","P2077 - Perinatal Educator - Quinn Wolf",""
"","","","","P2078 - Clinical Coordinator",""
"","","","","P2084 - CNL",""
"","","","","P2107 - Meeting Room",""
"","","","","P2114",""
"","","","","P2114 - NST Clinic (Locked in this room)",""
"","","","","P2114 - Outpatient Clinic",""
"","","","","PA223",""
"","","","","PA223 - Office",""
"","","","","PA224",""
"","","","","PA224 - Back Office",""
"","","","","PAAR - dictation room behind elevator",""
"","","","","Pacemaker clinic",""
"","","","","PACS Admin",""
"","","","","PACS Office",""
"","","","","PACS OFFICE - ultrasound department",""
"","","","","PACS Server room",""
"","","","","Pain Clinic",""
"","","","","Palliative",""
"","","","","Palliative Care Unit Nursing Station",""
"","","","","PARR - Nurse's Station",""
"","","","","PARR - Nurse's Station (724)",""
"","","","","Patient Ambassador desk",""
"","","","","PC2039",""
"","","","","PC2041",""
"","","","","PC2042",""
"","","","","PC2043",""
"","","","","PC2044",""
"","","","","PC2045",""
"","","","","PC2046",""
"","","","","PC2046a",""
"","","","","PC2046A",""
"","","","","PCMC Nurse GSS- Lynel",""
"","","","","Peggy Besharah's (no room #)",""
"","","","","Perinatal OR",""
"","","","","Perinatal Room P2114",""
"","","","","PES Spare",""
"","","","","Phlebotomy Cart #4",""
"","","","","PHN casual device",""
"","","","","PHN Post Partum Care/Family Room",""
"","","","","Photocopying room",""
"","","","","Physician's office",""
"","","","","Pink Report Room",""
"","","","","POD",""
"","","","","Pod #1",""
"","","","","Pod 2",""
"","","","","Pod 4",""
"","","","","POD 8",""
"","","","","Poly Clinic",""
"","","","","Primary Care",""
"","","","","Printshop",""
"","","","","Psychiatric Unit - Cubbie/Closet opposite main des",""
"","","","","Psychiatry",""
"","","","","Public Health Nursing",""
"","","","","R1009",""
"","","","","R1012",""
"","","","","R1013",""
"","","","","R1015",""
"","","","","R1016",""
"","","","","R1025",""
"","","","","R1026",""
"","","","","R1035",""
"","","","","R1090",""
"","","","","R1091",""
"","","","","R1092",""
"","","","","R1093",""
"","","","","R1095",""
"","","","","R1096",""
"","","","","Rapid Response",""
"","","","","RB413",""
"","","","","Rear Cubicle",""
"","","","","reception",""
"","","","","Reception",""
"","","","","Reception - Amanda",""
"","","","","Reception - Dawn",""
"","","","","Reception - Main Desk",""
"","","","","Reception - Tara Wicks",""
"","","","","Reception #1",""
"","","","","Reception #2",""
"","","","","Reception (Behind)",""
"","","","","Reception 2nd floor",""
"","","","","Reception area",""
"","","","","Reception Area",""
"","","","","reception area",""
"","","","","Reception Desk 102",""
"","","","","Reception Desk101",""
"","","","","Reception Desk102",""
"","","","","Reception Office",""
"","","","","Registration",""
"","","","","Registration Desk",""
"","","","","Rehab office or Main office",""
"","","","","Rehab Office room 10",""
"","","","","Rehab Unit",""
"","","","","Remote office",""
"","","","","renal tech shop R1044",""
"","","","","Revenue Billing",""
"","","","","Rick Hastings Office  G190 (MANAGER'S ROOM BESIDE",""
"","","","","Right side front office",""
"","","","","Rm #10 -Nurse Educator",""
"","","","","Rm 104d (in the Admin. Office",""
"","","","","Rm 109",""
"","","","","Rm 1139",""
"","","","","rm 219 HSN North",""
"","","","","Rm 325",""
"","","","","RM 372",""
"","","","","RM 6 - WFH",""
"","","","","Rm 613",""
"","","","","Rm 7",""
"","","","","Rm. 336 (Stephanie Murphy's Office)",""
"","","","","Rm.219",""
"","","","","RM127",""
"","","","","Room   237",""
"","","","","Room  329",""
"","","","","Room 1",""
"","","","","Room 1 - Louise",""
"","","","","Room 102",""
"","","","","room 105",""
"","","","","Room 105, Desk 1 (Open Admin Area)",""
"","","","","Room 105, Desk 4 (Open Admin Area)",""
"","","","","Room 1139",""
"","","","","Room 153 on Cedar Unit",""
"","","","","Room 16",""
"","","","","Room 2 - Danica",""
"","","","","Room 201 Administration",""
"","","","","Room 202",""
"","","","","Room 218",""
"","","","","Room 234",""
"","","","","Room 236",""
"","","","","Room 2B - Tiara K.",""
"","","","","Room 3 - Laura-Lee",""
"","","","","Room 306",""
"","","","","Room 33",""
"","","","","room 34",""
"","","","","ROOM 361",""
"","","","","room 6",""
"","","","","Room 7",""
"","","","","Room B022",""
"","","","","S2001",""
"","","","","S2001 - Martina Kirby",""
"","","","","S2004",""
"","","","","S2004 - Office",""
"","","","","S2005 - Stephanie Jones",""
"","","","","S2006",""
"","","","","S2029 - Anesthetist On Call Room",""
"","","","","S2030 - OR Educator Office",""
"","","","","S2030 - Pharmacy",""
"","","","","s2055",""
"","","","","S2055 - CNL Office",""
"","","","","S2055 - Office",""
"","","","","S2056 -Dictation",""
"","","","","S2061 - Dictation",""
"","","","","S2080/86  ECT Suite",""
"","","","","S2105 - Dictation Room",""
"","","","","S2105 - Medical Imaging Nook",""
"","","","","S2105 Dictation Room (Between OR and PARR)",""
"","","","","S2159 - Admit 4",""
"","","","","S2160 - Admit 3",""
"","","","","S2161 - Admit 2",""
"","","","","S2161 - Outside exam room",""
"","","","","S2162 - Admit 1",""
"","","","","S2166",""
"","","","","S2166 - Admit",""
"","","","","Satellite Laboratory Beaufort Centre across the street from NRGH Shannon Yaredic",""
"","","","","scheduler Karla",""
"","","","","scheduler Luke Chmelik",""
"","","","","Scheduler Office- Muskan",""
"","","","","Scheduler Paula",""
"","","","","Scheduling Office",""
"","","","","Scheduling Office - Back Room - Paula Scheduling C",""
"","","","","Scheduling Office - Carleen",""
"","","","","Scheduling Office - Fraser",""
"","","","","Scheduling Office - Kelly Morrison",""
"","","","","Scheduling Office - Tina",""
"","","","","Scheduling Office Desk254",""
"","","","","Scheduling Office Desk255",""
"","","","","Scheduling Office Desk258",""
"","","","","Screening Mammography",""
"","","","","Screening Mammography - Back Area",""
"","","","","SDC Nurses stn",""
"","","","","Second Floor Community Health",""
"","","","","Secure Unit",""
"","","","","Senior Center",""
"","","","","Senior Outreach - cubicle",""
"","","","","Senior Outreach - Door 4",""
"","","","","Senior Outreach - Exam #1",""
"","","","","Senior Outreach - Rm 106",""
"","","","","Senior Outreach - Rm 112",""
"","","","","Senior Outreach Center",""
"","","","","Shannon's Office",""
"","","","","Sleep room 4",""
"","","","","social workers office",""
"","","","","South HCN",""
"","","","","Specialty Care Clinic",""
"","","","","Staff conference/lunch room",""
"","","","","Staff office",""
"","","","","Staff Office",""
"","","","","Staffing Office",""
"","","","","Suite 13",""
"","","","","Suite 201",""
"","","","","Suite 203 - Rm 7",""
"","","","","Suite 203  Room 7",""
"","","","","Sun Room",""
"","","","","Surgical Daycare",""
"","","","","swing desk in admin",""
"","","","","swing office",""
"","","","","Swing office (end user WFH)",""
"","","","","swing office in main area",""
"","","","","TBD",""
"","","","","Team",""
"","","","","Team Room",""
"","","","","Tech Area",""
"","","","","Tech II room",""
"","","","","techroom",""
"","","","","Therapy Services on Cedar Unit",""
"","","","","To front desk - Held for Kelly Kenning - pls call",""
"","","","","Tracey Cook",""
"","","","","Tracey's room",""
"","","","","Transcription Area",""
"","","","","Transitions",""
"","","","","Transitions office - NUA Desk",""
"","","","","Triage",""
"","","","","Uday Vyas Office",""
"","","","","Ultrasound Department",""
"","","","","Unit #22",""
"","","","","Unit #39",""
"","","","","Unit #8",""
"","","","","Unit 103",""
"","","","","Unit 21",""
"","","","","unit 21 under NR STF Scheduling",""
"","","","","Unit 214",""
"","","","","Unit 22",""
"","","","","Unit 22 not 39",""
"","","","","Unit 28",""
"","","","","Unit 29",""
"","","","","Unit 29 (DT1325 HALL-1)",""
"","","","","Unit 39",""
"","","","","Unit 7 - Rm 118",""
"","","","","Unit 9",""
"","","","","Unit Clerk Office",""
"","","","","Unit is 29 ..22 is incorrect.",""
"","","","","Unit_40 #61",""
"","","","","unknown",""
"","","","","UNKNOWN, rounded at NGH",""
"","","","","Upper Ambulatory Admitting",""
"","","","","Upper floor",""
"","","","","upstairs office",""
"","","","","Upstairs Office",""
"","","","","Urgen Care Nursing Office",""
"","","","","Urgent Care",""
"","","","","Urgent Care (back desk on counter)",""
"","","","","Urgent Care (back desk on high top counter)",""
"","","","","Urgent Care (back of unit)",""
"","","","","Urgent Care Desk138 (724)",""
"","","","","Urgent Care Desk139",""
"","","","","Urgent Care Desk140",""
"","","","","Urgent Care Nursing Desk141",""
"","","","","US Technologist Area",""
"","","","","Used by Dr Hubner",""
"","","","","Used by Kathleen Cherniaws",""
"","","","","Used by Selena Hayes",""
"","","","","User: Razia Begam",""
"","","","","Video Conference",""
"","","","","Virtual Care - Rm B016",""
"","","","","W83",""
"","","","","waiting room",""
"","","","","Wardstock Area",""
"","","","","WB3",""
"","","","","Westwood Medroom",""
"","","","","Westwood Nursing Unit",""
"","","","","Westwood nursing unit",""
"","","","","Westwood Report Room",""
"","","","","WFH",""
"","","","","WFH -",""
"","","","","WFH - 2065",""
"","","","","WFH - Ambre Cupple",""
"","","","","WFH - Armin Bajwa",""
"","","","","WFH - Ashley Christmann",""
"","","","","WFH - Brittany Roelen (Manager)",""
"","","","","WFH - Chaundra Willms - G253",""
"","","","","WFH - Christine Vanbruggen",""
"","","","","WFH - Erik Conroy",""
"","","","","WFH - Home Office (VPN)",""
"","","","","WFH - Kamalpreet Minhas",""
"","","","","WFH - Kara Hlina",""
"","","","","WFH - KWolf Perinatal Informacist",""
"","","","","WFH - Kyle Moss",""
"","","","","WFH - last user: Jessica Woodard",""
"","","","","WFH - Laura McConnell",""
"","","","","WFH - Nicole Jensen",""
"","","","","WFH - Patricia Hengstler",""
"","","","","WFH - Piper Hamersrom",""
"","","","","WFH - Prince George",""
"","","","","WFH - Rhanson",""
"","","","","WFH - Sheri Lynn Swan",""
"","","","","WFH - Susan St John (sstjohn username)",""
"","","","","WFH - Tara Wood",""
"","","","","WFH - Tina Lutz (B022)",""
"","","","","WFH - Tracy Hogeweide",""
"","","","","WFH (Kelly Tanasychuk)",""
"","","","","WFH Maybe Not Found",""
"","","","","WFH/1299",""
"","","","","Will LTC",""
"","","","","Work Area",""
"","","","","Work From Home",""
"","","","","Work from Home",""
"","","","","Workspace",""
"","","","","Workspace - Blue Station",""
"","","","","Workspace - Green Station",""
"","","","","Workspace - Orange Station",""
"","","","","Workspace - Pink Station",""
"","","","","Workspace - Purple Station",""
"","","","","X Ray area",""
"","","","","X-Ray Tech Area",""
"","","","","Xray Technologist area",""
"","","","","YSTAR Nurse 1 - Sarah Hanson",""
"","","","","YSTAR Nurse 2",""
"","","","","YSTAT Office",""
