"u_parent_asset","name","asset_tag","serial_number","location","u_building","u_room","po_number","u_scheduled_retirement","model_id"
"","C017407","C017407","24207010562199","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017413","C017413","24207010562206","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO005081-CRT","AO005081-SCN","C017385","24207010562219","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1134 (ACU Hallway)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017402","C017402","24207010562220","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017401","C017401","24207010562230","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017388","C017388","24207010562247","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017405","C017405","24207010562258","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017433","C017433","24207010562266","VIHA-CDH-Cowichan District Hospital-Main Building","MAIN","PHARMACY","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017436","C017436","24207010562281","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","main","ED","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C017445","C017445","24207010562284","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO005057-CRT","AO005057-SCN","C013270","24207010562287","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway West)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017423","C017423","24207010562288","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO005064-CRT","AO005064-SCN","C017448","24207010562293","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1134 (ACU Hallway)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017427","C017427","24207010562303","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","main","2 central","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017379","C017379","24207010562305","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","MAIN","","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017443","C017443","24207010562313","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017416","C017416","24207010562347","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017398","C017398","24207010562355","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017399","C017399","24207010562358","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017453","C017453","24207010562361","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO400031-CRT","AO400031-SCN","C017376","24207010562362","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway West)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017451","C017451","24207010562368","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017409","C017409","24207010562369","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017386","C017386","24207010562370","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017400","C017400","24207010562372","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017438","C017438","24207010562376","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017450","C017450","24207010562381","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017408","C017408","24207010562384","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017441","C017441","24207010562386","VIHA-CDH-Cowichan District Hospital-Main Building","MAIN","PHARMACY","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017428","C017428","24207010562387","VIHA-CDH-Cowichan District Hospital-Main Building","MAIN","G029B","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017440","C017440","24207010562388","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","main","ED","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C017414","C017414","24207010562389","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017434","C017434","24207010562390","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","main","ED","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C013273","C013273","24207010562393","VIHA-CDH-Cowichan District Hospital-Main Building","Main Building","PHARMACY","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO400572-CRT","AO400572-SCN","C017430","24207010562395","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway West)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C013271","C013271","24207010562396","VIHA-CDH-Cowichan District Hospital-Main Building","Main Building","OR4","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017442","C017442","24207010562397","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017444","C017444","24207010562398","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C013277","C013277","24207010562399","VIHA-CDH-Cowichan District Hospital-Main Building","Main Building","PHARMACY","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017432","C017432","24207010562400","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","HALL","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017410","C017410","24207010562401","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO005065-CRT","AO005065-SCN","C017415","24207010562402","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017375","C017375","24207010562474","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017377","C017377","24207010562575","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","MAIN","","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO400017-CRT","AO400017-SCN","C017391","24207010562576","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway West)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO400030-CRT","AO400030-SCN","C017394","24207010562582","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway East)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017424","C017424","24207010562586","VIHA-CDH-Cowichan District Hospital-Main Building","MAIN","G029B","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017421","C017421","24207010562588","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO400012-CRT","AO400012-SCN","C017392","24207010562590","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway East)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO005071-CRT","AO005071-SCN","C017380","24207010562593","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1118B (EMRG - Team Conference / On-Call Room)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C013266","C013266","24207010562600","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","109","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO400037-CRT","AO400037-SCN","C017435","24207010562601","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway West)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017403","C017403","24207010562605","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017384","C017384","24207010562606","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","MAIN","","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017381","C017381","24207010562609","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017447","C017447","24207010562610","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C013279","C013279","24207010562630","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","109","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO400056-CRT","AO400056-SCN","C013268","24207010562633","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","","","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017431","C017431","24208010550182","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","MAIN","LDR-OR1","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017418","C017418","24208010550241","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C013261","C013261","24227010550039","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","hallway","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017404","C017404","24227010550049","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO400015-CRT","AO400015-SCN","C017393","24227010550053","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway East)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017426","C017426","24227010550060","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","","1069 (OR5)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017455","C017455","24227010550086","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C013278","C013278","24227010550088","VIHA-CDH-Cowichan District Hospital-Main Building","Main Building","PHARMACY","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO005041-CRT","AO005041-SCN","C017437","24227010550099","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1128 (Hallway)","","","ZEBRA BARCODE SCANNER DS8178-HC"
"AO005043-CRT","AO005043-SCN","C017420","24227010550107","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1128 (Hallway)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C013265","C013265","24227010550115","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","hallway","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO400052-CRT","AO400052-SCN","C017390","24227010550120","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","","","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017454","C017454","24227010550121","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017449","C017449","24227010550124","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","MAIN","BIRTH ROOM #2","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C013259","C013259","24227010550129","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3 hallway","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017422","C017422","24227010550173","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C013274","C013274","24227010550215","VIHA-CDH-Cowichan District Hospital-Main Building","Main Building","PHARMACY","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017387","C017387","24227010550220","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017452","C017452","24227010550222","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO400043-CRT","AO400043-SCN","C013269","24227010550232","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1134 (ACU Hallway)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C017419","C017419","24227010550239","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","West Block","WB328","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"AO400014-CRT","AO400014-SCN","C017396","24227010550254","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway East)","","","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","166267","166222","24244010551652","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-3rd Floor","Memorial Pavilion","KW312","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","166264","166219","24244010551728","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","D&T ","DT5830","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013254","C013254","24244010551904","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1018","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013258","C013258","24244010551908","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1018","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013395","C013395","24250010554646","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013397","C013397","24250010554695","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013396","C013396","24250010554914","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013475","C013475","24268010551295","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","BR#2","","","MOTOROLA HEALTHCARE SCANNER DS8178A-HCMF00BVMWW"
"","C013473","C013473","24268010563105","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","","","","MOTOROLA HEALTHCARE SCANNER DS8178A-HCMF00BVMWW"
"","166460","166460","24268010563195","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","Main Building","","","","Zebra BARCODE SCANNER DS8178-HC"
"","166487","166487","24268010563197","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","Diagnostic & Treatment","","","","Zebra BARCODE SCANNER DS8178-HC"
"","C013471","C013471","24268010563345","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","BR#1","","","MOTOROLA HEALTHCARE SCANNER DS8178A-HCMF00BVMWW"
"","166448","166448","24269010551716","VIHA-VGA-Victoria Glanford Avenue-Main Building-3rd Floor","Main Building","","","","Zebra BARCODE SCANNER DS8178-HC"
"AO400025-CRT","AO400025-SCN","C013472","24269010551717","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway West)","","","MOTOROLA HEALTHCARE SCANNER DS8178A-HCMF00BVMWW"
"","166485","166485","24269010551728","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","Diagnostic & Treatment","","","","Zebra BARCODE SCANNER DS8178-HC"
"","166406","166406","24269010551730","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-3rd Floor","Memorial Pavillion","KW315","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166488","166488","24269010551735","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","Diagnostic & Treatment","","","","Zebra BARCODE SCANNER DS8178-HC"
"","166489","166489","24269010551753","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","Diagnostic & Treatment","","","","Zebra BARCODE SCANNER DS8178-HC"
"","166486","166486","24269010551755","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","Diagnostic & Treatment","","","","Zebra BARCODE SCANNER DS8178-HC"
"","166490","166490","24269010551784","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","Diagnostic & Treatment","","","","Zebra BARCODE SCANNER DS8178-HC"
"","C013470","C013470","24269010551793","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","","","","MOTOROLA HEALTHCARE SCANNER DS8178A-HCMF00BVMWW"
"AO400006-CRT","AO400006-SCN","C013469","24269010551847","VIHA-CDH-Cowichan District Hospital","Main Building","2C (Hallway)","","","MOTOROLA HEALTHCARE SCANNER DS8178A-HCMF00BVMWW"
"","C013478","C013478","24269010561712","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","","","","MOTOROLA HEALTHCARE SCANNER DS8178A-HCMF00BVMWW"
"","C013477","C013477","24270010561674","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","","","","MOTOROLA HEALTHCARE SCANNER DS8178A-HCMF00BVMWW"
"","166405","166405","24270010561677","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-2nd Floor","Diagnostic & Treatment","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166260","166215","24271010553674","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-3rd Floor","Memorial Pavilion","KW312","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013463","C013463","24271010560021","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","166468","166468","24272010551289","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","Diagnostic and Treatment","Sub Acute","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013476","C013476","24272010561287","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","","","","MOTOROLA HEALTHCARE SCANNER DS8178A-HCMF00BVMWW"
"","C013474","C013474","24272010561300","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","","","","MOTOROLA HEALTHCARE SCANNER DS8178A-HCMF00BVMWW"
"AO005056-CRT","AO005056-SCN","","24306010553238","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway East)","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166243","","24306010560113","VIHA-RJH-Royal Jubilee Hospital-Administrative Building-Basement 1","Administrative Building","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166234","166234","24306010560158","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor","Main Building ","N444","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166233","166233","24306010560172","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-3rd Floor","Memorial Pavillion","KW315","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166241","","24306010560176","VIHA-RJH-Royal Jubilee Hospital-Administrative Building-Basement 1","Administrative Building","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166242","","24306010560186","VIHA-RJH-Royal Jubilee Hospital-Administrative Building-Basement 1","Administrative Building","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166236","","24306010560218","VIHA-RJH-Royal Jubilee Hospital-Administrative Building-Basement 1","Administrative Building","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166237","166237","24306010560226","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor","Main Building","N444","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166235","166235","24306010560234","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor","Main Building","N444","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166239","","24306010560250","VIHA-RJH-Royal Jubilee Hospital-Administrative Building-Basement 1","Administrative Building","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166207","166207","24306010560331","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Main Building","2564","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166238","166238","24307010550392","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor","South Tower","S741","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166392","166392","24345010557349","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor","PACU","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166393","166393","24345010557371","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor","PACU","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166390","166390","24345010557489","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","D&T","DT3208","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166391","166391","24345010557494","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","D&T","DT3208","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166387","166387","24345010557510","VIHA-RJH-Royal Jubilee Hospital-Eric Martin Pavilion-4th Floor","Eric Martin Pavilion","415","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C012903","C012903","24345010667502","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","G029B","","","MOTOROLA HEALTHCARE SCANNER DS8178A-HCMF00BVMWW"
"","C013461","C013461","24354010552608","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C013459","C013459","24354010552612","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166374","166374","25006010553311","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","Diagnostic & Treatment","Conference Room","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166375","166375","25006010553320","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","Diagnostic & Treatment","Conference Room","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C013460","C013460","25008010555919","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C013453","C013453","25008010555929","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","","B035","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C013451","C013451","25008010555948","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","","B041","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C013452","C013452","25008010556046","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","","B041","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C013462","C013462","25008010556442","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C013533","C013533","25031010562015","VIHA-UPR-Ucluelet Peninsula Road-Community Health Centre-1st Floor","CHC","136","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013534","C013534","25036010551177","VIHA-UPR-Ucluelet Peninsula Road-Community Health Centre-2nd Floor","CHC","204","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","166384","166384","25036010551223","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","Main","3704","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","C013486","C013486","25038010558307","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","18","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013485","C013485","25058010554563","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013487","C013487","25058010554563","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","17","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013532","C013532","25058010554715","VIHA-UPR-Ucluelet Peninsula Road-Community Health Centre-1st Floor","CHC","133","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","166394","166394","25058010554825","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-3rd Floor","Memorial Pavilion","KW312","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013484","C013484","25091010559520","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013483","C013483","25091010559583","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C013482","C013482","25091010559589","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","","","","ZEBRA BARCODE SCANNER DS8108-HC"
